term,document_count,percent,examples
ausgeprägte erschöpfungszustände,4,0.7,Aktuell bestehen ausgeprägte Erschöpfungszustände mit deutlicher kognitiver Einschränkung in Form von „Brainfog“ (Konzentrationsstörungen und Wortfindungsstörungen).
erschöpfungszustände deutlicher,4,0.7,
einschränkung form brainfog konzentrationsstörungen,4,0.7,
chronischem müdigkeitssyndrom,4,0.7,"Kurzgefasst leidet die Patientin seit einer atypischen Pneumonie (01/2020) unter chronischer Belastungsdyspnoe mit chronischem Müdigkeitssyndrom. | chronischem Müdigkeitssyndrom. | Bei Aufnahmegespräch berichtet die Patientin über ein ausgeprägtes psychovegetatives Beschwerdebild mit chronischem Müdigkeitssyndrom, erheblichen Schlafstörungen und anhaltender Erschöpfung. | Kurz gefasst leide die Patientin seit Jahren unter einem komplexen psychosomatischen Krankheitsbild mit depressiver und angstbetonter Symptomatik, chronischem Müdigkeitssyndrom sowie komplexer gastrointestinaler Problematik."
erschöpfung geführt hätten,4,0.7,"Als Hauptursache nennt die Patientin sowohl eine berufliche Belastung als auch eine familiäre Überforderung, die schrittweise zu einem Zustand völliger Erschöpfung geführt hätten. | Als Hauptursache nennt die Patientin eine ausgeprägte berufliche Belastung die schrittweise zu einem Zustand völliger Erschöpfung geführt hätten."
völliger erschöpfung geführt hätten,4,0.7,"Als Hauptursache nennt die Patientin sowohl eine berufliche Belastung als auch eine familiäre Überforderung, die schrittweise zu einem Zustand völliger Erschöpfung geführt hätten. | Als Hauptursache nennt die Patientin eine ausgeprägte berufliche Belastung die schrittweise zu einem Zustand völliger Erschöpfung geführt hätten."
innere unruhe konzentrations merkfähigkeitsstörungen,4,0.7,
eines reizdarmsyndroms,4,0.7,"Weiterhin berichtet die Patientin über funktionelle urologische und gastrointestinale Beschwerden im Sinne einer Reizblase sowie eines Reizdarmsyndroms. | Darüber hinaus klagte der Patient seit seiner Kindheit unter ""Verdauungsbeschwerden“ im Sinne eines Reizdarmsyndroms."
restless legs syndrom symptomatik,4,0.7,
einem restless legs syndrom,4,0.7,
legs syndrom symptomatik,4,0.7,
syndrom symptomatik,4,0.7,
einem restless legs,4,0.7,
einem restless,4,0.7,"Darüber hinaus leide die Patientin seit über sieben Jahren unter einem Restless-Legs-Syndrom. | Darüber hinaus leide die Patientin seit über 8 Jahren unter einem Restless-Legs-Syndrom. | Darüber hinaus leide die Patientin seit über zehne Jahren unter einem Restless-Legs-Syndrom. | Weitere behandlungsbedürftige Beschwerden sind Tinnitus aurium beidseits, Weitere behandlungsbedürftige Beschwerden sind Tinnitus aurium beidseits, Symptome vereinbar mit einem Restless-Legs-Syndrom in milder Ausprägung sowie ein Lipödem beider Beine Stadium II."
arten kopfschmerzen,4,0.7,
kopfschmerzen überwiegend,4,0.7,
rauschen tinnitus nacht vorhanden,4,0.7,
tinnitus aurium linksbetont charakter,4,0.7,
tinnitus aurium linksbetont,4,0.7,Darüber hinaus leide sie seit einem Autounfall mit Polytrauma im Jahr 2003 unter einem Tinnitus aurium linksbetont. | Zudem leide sie seit über einem Jahr unter Tinnitus aurium linksbetont. | Darüber hinaus leide er seit über zehn Jahren unter einem Tinnitus aurium linksbetont. | Darüber hinaus leide sie seit über acht Jahren unter einem Tinnitus aurium linksbetont.
rauschen tinnitus nacht,4,0.7,
plantarfasziitis,4,0.7,"Abschließend erwähnt die Patientin, dass sie mehrmals im Jahr unter Beschwerden im Rahmen am ehesten einer rezidivierende Plantarfasziitis rechts leidet. | 2016 Morbus Ledderhose mit Plantarfasziitis. | Zudem bestehen stechende Fersenschmerzen beidseits im Rahmen einer diagnostizierten Plantarfasziitis. | Sie berichtet unter anderem von einer beidseitigen Plantarfasziitis als möglichem Zusammenhang."
rheumatologe,4,0.7,"Es wurde von Rheumatologe ein V.a. | Ein Rheumatologe äußerte den Verdacht auf eine rheumatoide Arthritis und leitete eine Therapie mit Methotrexat (Fertigspritze, 1× wöchentlich) ein. | Der Rheumatologe tendiert vielmehr zur Verdachtsdiagnose einer unbestimmten Arthritis, Differenzialdiagnosen: Lyme-Arthritis bzw. | Der Rheumatologe sieht kein Hinweis für ein Sjögren-Syndrom oder eine anderweitige Kollagenose als Ursache der Sicca-Symptomatik."
keine gewichtsabnahme reizdarmsyndrom,4,0.7,
arthrose diagnostiziert,4,0.7,Nach Angaben der Patientin wurde als sehr wahrscheinliche Ursache der Beschwerden von einem Orthopäden eine Arthrose diagnostiziert. | Bei ihr wurde eine fortgeschrittene Arthrose diagnostiziert. | Es wurde eine beginnende Arthrose diagnostiziert.
fatigue syndrom,4,0.7,"Seit einer Mittellappenpneumonie im Februar 2023 stellte sich bei der Patientin ein chronisches Fatigue Syndrom ein mit vordergründig ausgeprägtem Brainfog (Konzentrationsstörungen, Wahrnehmungsstörungen und Wortfindungsstörungen), ausgeprägter Müdigkeit mit Schlafstörungen, Schwindelsymptomatik und rezidivierenden Dyspnoen."
gedrückt schlaf durchschlafstörungen gestört,4,0.7,
begleitend zusammenhang erwähnt kopfschmerzen,4,0.7,
zwanzig jahren zervikobrachialgien,4,0.7,
zusammenhang erwähnt kopfschmerzen,4,0.7,
erwähnt kopfschmerzen,4,0.7,
erwähnt kopfschmerzen anfang,4,0.7,
zusammenhang erwähnt kopfschmerzen anfang,4,0.7,
erwähnt kopfschmerzen anfang zervikobrachialgien,4,0.7,
aufnahmegespräch jahren zunehmende erschöpfungssymptomatik,4,0.7,
charakter rauschen tinnitus,4,0.7,
polyarthritis,4,0.7,"Kurzgefasst leidet die Patientin seit über 17 Jahren unter chronischen Gelenkbeschwerden im Rahmen einer chronischen HLA B27 positive Polyarthritis. | Kurz gefasst ist bei dem Patienten seit 1996 eine chronische Polyarthritis bekannt. | Bei der Patientin wurde im Jahr 2020 eine seronegative, anti-CCP-negative Polyarthritis diagnostiziert, weshalb sie bereits zweimal stationär in einer rheumatologischen Klinik in Baden-Baden behandelt wurde. | Erschwerend kommen mehrere körperliche Erkrankungen (Seronegative chronische Polyarthritis, Schmerzen in beiden Schultergelenke und Kniegelenken) hinzu."
polyarthralgien,4,0.7,"Die Patientin gibt an, dass aktuell die Polyarthralgien nicht im Vordergrund stehen. | Weitere therapierelevante Beschwerden sind Polyarthralgien, insbesondere eine beidseitige Rhizarthrose. | leide seit Jahren unter Polyarthralgien und –myalgien. | seit einem Jahr unter Polyarthralgien zu leiden."
fructose,4,0.7,"Innerhalb durchgeführter Diagnostik sei eine Lactose-, Fructose- Glutenunverträglichkeit festgestellt worden. | Fructose, Lactose, Paprika, Tomate, Aubergine, Karotte, Blumenkohl, roher Zwiebel, Knoblauch, ...). | Gluten, Fructose, Kuhmilchprodukte, Tomate, Meeresfrüchte…) und sie reagierte darauf mit Übelkeit und Durchfälle. | Außerdem bestehe bei dem Patienten eine Fructose- und Histaminintolleranz."
charakter hohen pfeifen tinnitus,4,0.7,
konzentrations merkfähigkeitsstörungen innere,4,0.7,
kopfschmerzen woche,4,0.7,
gewichtsabnahme reizdarmsyndrom,4,0.7,
keine gewichtsabnahme reizdarmsyndrom vermutet,4,0.7,
gewichtsabnahme reizdarmsyndrom vermutet,4,0.7,
kopfschmerzen form migräne,4,0.7,
chronischen kopfschmerzen form,4,0.7,
chronischen kopfschmerzen form migräne,4,0.7,
spannungskopfschmerzen auftreten,4,0.7,"Weiterhin leide die Patientin seit Jahren unter chronischen Kopfschmerzen, die in Form von Migräne oder Spannungskopfschmerzen auftreten. | Hinsichtlich weiteren somatischer Beschwerden berichtet die Patientin seit über dreißig Jahren unter chronischen Kopfschmerzen, die in Form von Migräne oder Spannungskopfschmerzen auftreten, zu leiden. | Hinsichtlich somatischer Beschwerden berichtet der Patient seit über dreißig Jahren unter chronischen Kopfschmerzen, die in Form von Migräne oder Spannungskopfschmerzen auftreten, zu leiden. | Hinsichtlich somatischer Beschwerden berichtet die Patientin seit über dreißig Jahren unter chronischen Kopfschmerzen, die in Form von Migräne oder Spannungskopfschmerzen auftreten, zu leiden."
form migräne,4,0.7,
form migräne spannungskopfschmerzen,4,0.7,
form migräne spannungskopfschmerzen auftreten,4,0.7,
kopfschmerzen form migräne spannungskopfschmerzen,4,0.7,
jahren chronischen kopfschmerzen form,4,0.7,
kopfschmerzen form,4,0.7,
migräne spannungskopfschmerzen auftreten,4,0.7,
osteopathie,4,0.7,"Linderung spüre die Patientin durch Wärme, Akupunktur, leichte Bewegung, Osteopathie und Krankengymnastik. | Diverse Therapieversuche, inklusive Zahnsanierung (Austausch aller Amalgam- und Goldfüllungen gegen Keramik), Physiotherapie, Osteopathie sowie medikamentöse Ansätze (u.a. | Seit Beginn der Symptomatik wurde umfangreiche konservative Therapie mit Krankengymnastik, Physiotherapie, manueller Therapie, Osteopathie und Trainingstherapie. | Osteopathie, Physiotherapie sowie Akupunktur durch eine Heilpraktikerin seien hingegen nach Aussage der Patientin signifikant analgetisch wirksam gewesen, diese Maßnahmen „hielten sie am Leben“."
blockaden spannungskopfschmerzen,4,0.7,
tachykardien,4,0.7,"Bei geringen Anstrengungen kommt es nun wieder zu Brustenge, vermehrten Tachykardien und Dyspnoe sowie teilweise sei die Patientin „schwindlich“. | Bei geringen Anstrengungen kommt es nun wieder zu pectanginösen Symptomen, vermehrten Tachykardien und Dyspnoe. | Auch seien bei ihm bereits 2021 im Rahmen einer Spiroergometrie supraventrikuläre Tachykardien festgestellt worden. | Darüber hinaus berichtet die Patientin über Tachykardien, Palpitationen sowie ein Reizdarmsyndrom."
merkfähigkeitsstörungen phasen erhöhter,4,0.7,
anhaltender müdigkeitssymptomatik ausgeprägtes erschöpfungsgefühl,4,0.7,
ausgeprägten konzentrations merkfähigkeitsstörungen,4,0.7,
hohen pfeifen tinnitus,4,0.7,
merkfähigkeitsstörungen phasen,4,0.7,
konzentrations merkfähigkeitsstörungen phasen,4,0.7,
reizlose,4,0.7,"Reizlose Narbe nach Thyreoidektomie. | Leber und Milz nicht tastbar vergrößert, reizlose Narbe nach Appendektomie."
reizlose narbe,4,0.7,"Reizlose Narbe nach Thyreoidektomie. | Leber und Milz nicht tastbar vergrößert, reizlose Narbe nach Appendektomie."
dorsalgien bereich nacken,4,0.7,
dorsalgien bereich nacken schulterbereich,4,0.7,
konzentrations merkfähigkeitsstörungen phasen erhöhter,4,0.7,
merkfähigkeitsstörungen phasen erhöhter beanspruchung,4,0.7,
bestehenden tinnitus,4,0.7,"Weitere behandlungsbedürftige Beschwerden bestehen in einem seit längerer Zeit bestehenden Tinnitus rechts in Form eines hohen Pfeiftons, der sich insbesondere bei Wetterumschwung und unter Stressbelastung verstärkt. | Der Patient berichtet über einen seit 15–20 Jahren bestehenden Tinnitus links, der ständig vorhanden ist und in seiner Ausprägung variiert. | Die Patientin berichtet zudem über einen seit Jahren bestehenden Tinnitus aurium, den sie als hochfrequentes Pfeifen beschreibt. | Die Patientin klagt weiterhin über seit acht Jahren bestehenden Tinnitus sowie Kieferverspannungen mit zeitweisem Hörverlust rechts."
erschöpfung verminderter,4,0.7,
einem chronischen müdigkeitssyndrom,4,0.7,"Die Patientin berichtet, seit vielen Jahren unter einem chronischen Müdigkeitssyndrom zu leiden. | Die Patientin gibt bei der Aufnahme an, seit Jahren unter einem chronischen Müdigkeitssyndrom zu leiden, das sich seit Herbst 2022 deutlich verschlechtert habe. | Die Patientin gibt bei der Aufnahme an, seit vielen Jahren unter einem chronischen Müdigkeitssyndrom zu leiden. | Sie berichtet, seit über drei Jahren an einem chronischen Müdigkeitssyndrom zu leiden."
jahren einem chronischen müdigkeitssyndrom,4,0.7,
darmstörungen,4,0.7,"Zudem gibt die Patientin „Darmstörungen“ an, die seit über zehn Jahren bestehen würden. | Darüber hinaus gibt die Patientin „Darmstörungen“ an, die seit über dreißig Jahren bestehen würden. | Darüber hinaus gibt die Patientin „Darmstörungen“ an, die seit über zwanzig Jahren bestehen würden. | Hinsichtlich weiteren somatischer Beschwerden gibt die Patientin „Darmstörungen“ an, die seit über drei Jahren bestehen würden."
merkfähigkeitsstörungen innere,4,0.7,
merkfähigkeitsstörungen innere unruhe,4,0.7,
konzentrations merkfähigkeitsstörungen innere unruhe,4,0.7,
erschöpfung verminderter körperlicher belastbarkeit,4,0.7,
erschöpfung verminderter körperlicher,4,0.7,
zehn jahren einem tinnitus,4,0.7,
jahren migräne aura,4,0.7,
rheumatologische abklärung,4,0.7,Eine rheumatologische Abklärung erfolgte bereits und eine entzündlich-rheumatologische Ursache wurde ausgeschlossen. | Rheumatologische Abklärung wurde ohne wegweisenden Hinweis durchgeführt. | Laut der Patientin wurde Rheumatologische Abklärung ohne wegweisenden Hinweis durchgeführt. | rheumatologische Abklärung.
zervikobrachialgien degenerativer,4,0.7,
zervikobrachialgien degenerativer veränderung,4,0.7,
migräneanfällen migräne tage monat,4,0.7,
häufige kopfschmerzen,4,0.7,Hinsichtlich weiteren Somatischen Beschwerden gibt die Patientin häufige Kopfschmerzen an. | Hinsichtlich Somatischen Beschwerden berichtet die Patientin seit Januar 2022 unter häufige Kopfschmerzen zu leiden. | Häufige Kopfschmerzen. | Zudem habe sie beim Aufwachen häufige Kopfschmerzen und fühle sie sich sehr müde und erschöpft.
migräneanfällen migräne tage,4,0.7,
einschließlich einer rheumatologischen,4,0.7,"Es ist bereits eine vielfache Diagnostik erfolgt, einschließlich einer rheumatologischen Abklärung, bei der die Verdachtsdiagnose einer Fibromyalgie gestellt wurde und eine entzündlich rheumatische Erkrankung ausgeschlossen werden konnte."
drückenden kopfschmerzen,4,0.7,"Im Rahmen dieses Beschwerdebildes kommt es nahezu täglich zu dumpf-drückenden Kopfschmerzen mit okzipito-parietaler Lokalisation. | Hinsichtlich weiterer somatischer Beschwerden berichtet die Patientin, seit mehr als 11 Jahren unter drückenden Kopfschmerzen vom Spannungstyp im Stirn- und Nackenbereich zu leiden. | Hinsichtlich weiterer somatischer Beschwerden berichtet die Patientin, seit mehr als 10 Jahren unter drückenden Kopfschmerzen vom Spannungstyp im Stirn- und Nackenbereich zu leiden. | Hinsichtlich weiterer somatischer Beschwerden berichtet die Patientin, seit mehr als 12 Jahren unter drückenden Kopfschmerzen vom Spannungstyp im Stirn- und Nackenbereich zu leiden."
einem jahr erschöpfungssymptomatik,4,0.7,
aufnahmegespräch einem jahr erschöpfungssymptomatik,4,0.7,
einschließlich einer rheumatologischen abklärung,4,0.7,"Es ist bereits eine vielfache Diagnostik erfolgt, einschließlich einer rheumatologischen Abklärung, bei der die Verdachtsdiagnose einer Fibromyalgie gestellt wurde und eine entzündlich rheumatische Erkrankung ausgeschlossen werden konnte."
verdachtsdiagnose einer fibromyalgie,4,0.7,"Es ist bereits eine vielfache Diagnostik erfolgt, einschließlich einer rheumatologischen Abklärung, bei der die Verdachtsdiagnose einer Fibromyalgie gestellt wurde und eine entzündlich rheumatische Erkrankung ausgeschlossen werden konnte."
vorher erreicht konzentrationsstörungen,4,0.7,
gestellt entzündlich rheumatische erkrankung,4,0.7,
gestellt entzündlich rheumatische,4,0.7,
rheumatologischen abklärung verdachtsdiagnose,4,0.7,
fibromyalgie gestellt entzündlich,4,0.7,
erfolgt einschließlich einer rheumatologischen,4,0.7,
entzündlich rheumatische erkrankung ausgeschlossen,4,0.7,"Es ist bereits eine vielfache Diagnostik erfolgt, einschließlich einer rheumatologischen Abklärung, bei der die Verdachtsdiagnose einer Fibromyalgie gestellt wurde und eine entzündlich rheumatische Erkrankung ausgeschlossen werden konnte."
einer rheumatologischen abklärung,4,0.7,"Es ist bereits eine vielfache Diagnostik erfolgt, einschließlich einer rheumatologischen Abklärung, bei der die Verdachtsdiagnose einer Fibromyalgie gestellt wurde und eine entzündlich rheumatische Erkrankung ausgeschlossen werden konnte."
zunehmende erschöpfungssymptomatik gefühl langsam,4,0.7,
rheumatische erkrankung ausgeschlossen konnte,4,0.7,
abklärung verdachtsdiagnose einer,4,0.7,
abklärung verdachtsdiagnose,4,0.7,
einer rheumatologischen abklärung verdachtsdiagnose,4,0.7,
rheumatische erkrankung ausgeschlossen,4,0.7,"Es ist bereits eine vielfache Diagnostik erfolgt, einschließlich einer rheumatologischen Abklärung, bei der die Verdachtsdiagnose einer Fibromyalgie gestellt wurde und eine entzündlich rheumatische Erkrankung ausgeschlossen werden konnte."
rheumatologischen abklärung,4,0.7,"Es ist bereits eine vielfache Diagnostik erfolgt, einschließlich einer rheumatologischen Abklärung, bei der die Verdachtsdiagnose einer Fibromyalgie gestellt wurde und eine entzündlich rheumatische Erkrankung ausgeschlossen werden konnte."
